time,index,value,std
0.0,0.0,1.50887,5.0
0.1,0.0,-0.26470935152747094,5.0
0.2,0.0,-1.0452504233062487,5.0
0.3,0.0,-2.199598000809167,5.0
0.4,0.0,-4.894227202491621,5.0
0.5,0.0,-10.767528621155154,5.0
0.6,0.0,-16.041026178725748,5.0
0.7,0.0,-9.180079165106001,5.0
0.8,0.0,-1.6830813834165683,5.0
0.9,0.0,1.1683968916863126,5.0
1.0,0.0,2.6868598676929043,5.0
1.1,0.0,5.092411684619948,5.0
1.2,0.0,9.746670210583972,5.0
1.3,0.0,14.316741847886645,5.0
1.4,0.0,10.497836427411645,5.0
1.5,0.0,4.09196694520837,5.0
1.6,0.0,1.4239772661503232,5.0
1.7,0.0,0.9730013616395261,5.0
1.8,0.0,1.5143958438819851,5.0
1.9,0.0,3.1823135468051786,5.0
2.0,0.0,7.266281612218627,5.0
2.1,0.0,14.361860838277785,5.0
2.2,0.0,14.029361377709176,5.0
2.3,0.0,4.73766857729685,5.0
2.4,0.0,-0.21407798942079528,5.0
2.5,0.0,-2.091651034347971,5.0
2.6,0.0,-3.934512913192146,5.0
2.7,0.0,-7.4929326113818515,5.0
2.8,0.0,-12.826352379231338,5.0
2.9,0.0,-13.09414042203179,5.0
3.0,0.0,-6.547404998678991,5.0
3.1,0.0,-2.379890151687933,5.0
3.2,0.0,-1.292125698465082,5.0
3.3,0.0,-1.6386804905936863,5.0
3.4,0.0,-3.170254856161123,5.0
3.5,0.0,-6.924469414111114,5.0
3.6,0.0,-13.566049527717565,5.0
3.7,0.0,-14.334935202261772,5.0
3.8,0.0,-5.7244932624309,5.0
3.9,0.0,-0.5754077166662125,5.0
4.0,0.0,1.2231157301270434,5.0
4.1,0.0,2.5544657613318997,5.0
4.2,0.0,5.115511263464981,5.0
4.3,0.0,10.266847668201605,5.0
4.4,0.0,14.957414510161763,5.0
4.5,0.0,9.880904579855688,5.0
4.6,0.0,3.135566284236821,5.0
4.7,0.0,0.5109705493048241,5.0
4.8,0.0,-0.24040524418767129,5.0
4.9,0.0,-0.684277161354851,5.0
5.0,0.0,-1.546062435896202,5.0
5.1,0.0,-3.7308592706469486,5.0
5.2,0.0,-9.095601583297917,5.0
5.3,0.0,-16.565286678454687,5.0
5.4,0.0,-11.396793965718265,5.0
5.5,0.0,-1.865754352127158,5.0
5.6,0.0,2.0492228537915964,5.0
5.7,0.0,4.07043706204984,5.0
5.8,0.0,6.945322491347177,5.0
5.9,0.0,11.234727285256144,5.0
6.0,0.0,12.81210321208387,5.0
6.1,0.0,8.33783974741735,5.0
6.2,0.0,4.228627979036906,5.0
6.3,0.0,3.0741562266535323,5.0
6.4,0.0,3.988441233830533,5.0
6.5,0.0,6.883912686666385,5.0
6.6,0.0,11.703969332021167,5.0
6.7,0.0,13.336940149499307,5.0
6.8,0.0,7.918321440188732,5.0
6.9,0.0,3.4183096822055012,5.0
7.0,0.0,2.121891331446414,5.0
7.1,0.0,2.6886611476313353,5.0
7.2,0.0,4.925056272278777,5.0
7.3,0.0,9.683967518076829,5.0
7.4,0.0,14.621910855390237,5.0
7.5,0.0,10.6242471202655,5.0
7.6,0.0,3.8297022333621404,5.0
7.7,0.0,0.9975157728908689,5.0
7.8,0.0,0.32898684671732453,5.0
7.9,0.0,0.32979482504718943,5.0
8.0,0.0,0.6483496574389727,5.0
8.1,0.0,1.5603123778122714,5.0
8.2,0.0,4.022659924602373,5.0
8.3,0.0,10.176283559337534,5.0
8.4,0.0,17.480545586808585,5.0
8.5,0.0,9.686346626427358,5.0
8.6,0.0,0.39221159412663414,5.0
8.7,0.0,-3.1757323033869986,5.0
8.8,0.0,-5.394748775846426,5.0
8.9,0.0,-8.562587434780918,5.0
9.0,0.0,-11.919745899895384,5.0
9.1,0.0,-11.12819878875989,5.0
9.2,0.0,-6.922570679574558,5.0
9.3,0.0,-4.386309738039093,5.0
9.4,0.0,-4.3223274850356805,5.0
9.5,0.0,-6.248645744760441,5.0
9.6,0.0,-9.98254501937671,5.0
9.7,0.0,-12.738402904515915,5.0
9.8,0.0,-9.807889128809814,5.0
9.9,0.0,-5.358080844845279,5.0
10.0,0.0,-3.578310326961003,5.0
10.1,0.0,-4.108641114284468,5.0
10.2,0.0,-6.606807858708482,5.0
10.3,0.0,-10.961648724598485,5.0
10.4,0.0,-13.158367021877737,5.0
10.5,0.0,-8.763660817995035,5.0
10.6,0.0,-4.233558834721718,5.0
10.7,0.0,-2.7917514843996805,5.0
10.8,0.0,-3.4419239348187967,5.0
10.9,0.0,-5.978564402382423,5.0
11.0,0.0,-10.779339098450125,5.0
11.1,0.0,-13.986830824688122,5.0
11.2,0.0,-9.151033045036908,5.0
11.3,0.0,-3.708358399756085,5.0
11.4,0.0,-1.7716252662454839,5.0
11.5,0.0,-1.8305696139536751,5.0
11.6,0.0,-3.2212388193692374,5.0
11.7,0.0,-6.686925126553797,5.0
