time,index,value,std
0.0,0.0,1.50887,10.0
0.1,0.0,-0.26470935152747094,10.0
0.2,0.0,-1.0452504233062487,10.0
0.3,0.0,-2.199598000809167,10.0
0.4,0.0,-4.894227202491621,10.0
0.5,0.0,-10.767528621155154,10.0
0.6,0.0,-16.041026178725748,10.0
0.7,0.0,-9.180079165106001,10.0
0.8,0.0,-1.6830813834165683,10.0
0.9,0.0,1.1683968916863126,10.0
1.0,0.0,2.6868598676929043,10.0
1.1,0.0,5.092411684619948,10.0
1.2,0.0,9.746670210583972,10.0
1.3,0.0,14.316741847886645,10.0
1.4,0.0,10.497836427411645,10.0
1.5,0.0,4.09196694520837,10.0
1.6,0.0,1.4239772661503232,10.0
1.7,0.0,0.9730013616395261,10.0
1.8,0.0,1.5143958438819851,10.0
1.9,0.0,3.1823135468051786,10.0
2.0,0.0,7.266281612218627,10.0
2.1,0.0,14.361860838277785,10.0
2.2,0.0,14.029361377709176,10.0
2.3,0.0,4.73766857729685,10.0
2.4,0.0,-0.21407798942079528,10.0
2.5,0.0,-2.091651034347971,10.0
2.6,0.0,-3.934512913192146,10.0
2.7,0.0,-7.4929326113818515,10.0
2.8,0.0,-12.826352379231338,10.0
2.9,0.0,-13.09414042203179,10.0
3.0,0.0,-6.547404998678991,10.0
3.1,0.0,-2.379890151687933,10.0
3.2,0.0,-1.292125698465082,10.0
3.3,0.0,-1.6386804905936863,10.0
3.4,0.0,-3.170254856161123,10.0
3.5,0.0,-6.924469414111114,10.0
3.6,0.0,-13.566049527717565,10.0
3.7,0.0,-14.334935202261772,10.0
3.8,0.0,-5.7244932624309,10.0
3.9,0.0,-0.5754077166662125,10.0
4.0,0.0,1.2231157301270434,10.0
4.1,0.0,2.5544657613318997,10.0
4.2,0.0,5.115511263464981,10.0
4.3,0.0,10.266847668201605,10.0
4.4,0.0,14.957414510161763,10.0
4.5,0.0,9.880904579855688,10.0
4.6,0.0,3.135566284236821,10.0
4.7,0.0,0.5109705493048241,10.0
4.8,0.0,-0.24040524418767129,10.0
4.9,0.0,-0.684277161354851,10.0
5.0,0.0,-1.546062435896202,10.0
5.1,0.0,-3.7308592706469486,10.0
5.2,0.0,-9.095601583297917,10.0
5.3,0.0,-16.565286678454687,10.0
5.4,0.0,-11.396793965718265,10.0
5.5,0.0,-1.865754352127158,10.0
5.6,0.0,2.0492228537915964,10.0
5.7,0.0,4.07043706204984,10.0
5.8,0.0,6.945322491347177,10.0
5.9,0.0,11.234727285256144,10.0
6.0,0.0,12.81210321208387,10.0
6.1,0.0,8.33783974741735,10.0
6.2,0.0,4.228627979036906,10.0
6.3,0.0,3.0741562266535323,10.0
6.4,0.0,3.988441233830533,10.0
6.5,0.0,6.883912686666385,10.0
6.6,0.0,11.703969332021167,10.0
6.7,0.0,13.336940149499307,10.0
6.8,0.0,7.918321440188732,10.0
6.9,0.0,3.4183096822055012,10.0
7.0,0.0,2.121891331446414,10.0
7.1,0.0,2.6886611476313353,10.0
7.2,0.0,4.925056272278777,10.0
7.3,0.0,9.683967518076829,10.0
7.4,0.0,14.621910855390237,10.0
7.5,0.0,10.6242471202655,10.0
7.6,0.0,3.8297022333621404,10.0
7.7,0.0,0.9975157728908689,10.0
7.8,0.0,0.32898684671732453,10.0
7.9,0.0,0.32979482504718943,10.0
8.0,0.0,0.6483496574389727,10.0
8.1,0.0,1.5603123778122714,10.0
8.2,0.0,4.022659924602373,10.0
8.3,0.0,10.176283559337534,10.0
8.4,0.0,17.480545586808585,10.0
8.5,0.0,9.686346626427358,10.0
8.6,0.0,0.39221159412663414,10.0
8.7,0.0,-3.1757323033869986,10.0
8.8,0.0,-5.394748775846426,10.0
8.9,0.0,-8.562587434780918,10.0
9.0,0.0,-11.919745899895384,10.0
9.1,0.0,-11.12819878875989,10.0
9.2,0.0,-6.922570679574558,10.0
9.3,0.0,-4.386309738039093,10.0
9.4,0.0,-4.3223274850356805,10.0
9.5,0.0,-6.248645744760441,10.0
9.6,0.0,-9.98254501937671,10.0
9.7,0.0,-12.738402904515915,10.0
9.8,0.0,-9.807889128809814,10.0
9.9,0.0,-5.358080844845279,10.0
10.0,0.0,-3.578310326961003,10.0
10.1,0.0,-4.108641114284468,10.0
10.2,0.0,-6.606807858708482,10.0
10.3,0.0,-10.961648724598485,10.0
10.4,0.0,-13.158367021877737,10.0
10.5,0.0,-8.763660817995035,10.0
10.6,0.0,-4.233558834721718,10.0
10.7,0.0,-2.7917514843996805,10.0
10.8,0.0,-3.4419239348187967,10.0
10.9,0.0,-5.978564402382423,10.0
11.0,0.0,-10.779339098450125,10.0
11.1,0.0,-13.986830824688122,10.0
11.2,0.0,-9.151033045036908,10.0
11.3,0.0,-3.708358399756085,10.0
11.4,0.0,-1.7716252662454839,10.0
11.5,0.0,-1.8305696139536751,10.0
11.6,0.0,-3.2212388193692374,10.0
11.7,0.0,-6.686925126553797,10.0
11.8,0.0,-12.868081623260519,10.0
11.9,0.0,-14.394061365509346,10.0
12.0,0.0,-6.600314628515348,10.0
12.1,0.0,-1.359821598713169,10.0
12.2,0.0,0.37531557391396747,10.0
12.3,0.0,1.2071419980889144,10.0
12.4,0.0,2.5315039739980665,10.0
12.5,0.0,5.644175235017454,10.0
12.6,0.0,11.979202108480827,10.0
12.7,0.0,15.67281889829715,10.0
12.8,0.0,7.632192760636766,10.0
12.9,0.0,1.0909684491627767,10.0
13.0,0.0,-1.2904883572618109,10.0
13.1,0.0,-2.759542867076502,10.0
13.2,0.0,-5.313642961173171,10.0
13.3,0.0,-10.243051144427639,10.0
13.4,0.0,-14.537950640588036,10.0
13.5,0.0,-9.881240482505863,10.0
13.6,0.0,-3.5791167895048197,10.0
13.7,0.0,-1.1241202791587372,10.0
13.8,0.0,-0.6834513181868392,10.0
13.9,0.0,-1.03943785381436,10.0
14.0,0.0,-2.219526514862663,10.0
14.1,0.0,-5.2584656863516,10.0
14.2,0.0,-11.900710879048773,10.0
14.3,0.0,-16.400092818003703,10.0
14.4,0.0,-7.610814703511034,10.0
14.5,0.0,-0.41087539536335943,10.0
14.6,0.0,2.2681921883928755,10.0
14.7,0.0,4.1920164300586205,10.0
14.8,0.0,7.4804100439849,10.0
14.9,0.0,12.201816405123349,10.0
15.0,0.0,12.750288195487153,10.0
15.1,0.0,7.203953415755171,10.0
15.2,0.0,3.295578112964317,10.0
15.3,0.0,2.3908594807079755,10.0
15.4,0.0,3.3133821180694536,10.0
15.5,0.0,6.111087794160985,10.0
15.6,0.0,11.33126817184669,10.0
15.7,0.0,14.277987507603406,10.0
15.8,0.0,8.496941153219021,10.0
15.9,0.0,2.988809688442789,10.0
16.0,0.0,1.1250001369131826,10.0
16.1,0.0,0.9778661141620841,10.0
16.2,0.0,1.7044329998337875,10.0
16.3,0.0,3.7251069979878255,10.0
16.4,0.0,8.553534932588143,10.0
16.5,0.0,15.56147386067317,10.0
16.6,0.0,12.234444391007326,10.0
16.7,0.0,3.1883272530315994,10.0
16.8,0.0,-0.8375908019120781,10.0
16.9,0.0,-2.5618997200824807,10.0
17.0,0.0,-4.729986184159465,10.0
17.1,0.0,-8.877511101313523,10.0
17.2,0.0,-13.722111111752449,10.0
17.3,0.0,-11.506944554623098,10.0
17.4,0.0,-5.124846769503309,10.0
17.5,0.0,-2.0376538846422654,10.0
17.6,0.0,-1.5199116114579214,10.0
17.7,0.0,-2.3197324728362214,10.0
17.8,0.0,-4.690491501945462,10.0
17.9,0.0,-9.854856218920927,10.0
18.0,0.0,-15.348726398369658,10.0
18.1,0.0,-10.426435440348403,10.0
18.2,0.0,-2.9602335266112343,10.0
18.3,0.0,0.06478222611862094,10.0
18.4,0.0,1.1829445549232156,10.0
18.5,0.0,2.4343195937436395,10.0
18.6,0.0,5.176466647805382,10.0
18.7,0.0,10.85769729103384,10.0
18.8,0.0,15.541053683421731,10.0
18.9,0.0,9.104950009184952,10.0
19.0,0.0,2.1462729958473643,10.0
19.1,0.0,-0.45863353153783776,10.0
19.2,0.0,-1.6049981115078444,10.0
19.3,0.0,-3.2155156781635226,10.0
19.4,0.0,-6.759582088339783,10.0
19.5,0.0,-12.980954583837608,10.0
19.6,0.0,-14.32178162064228,10.0
19.7,0.0,-6.455612473311677,10.0
19.8,0.0,-1.2891077195828764,10.0
19.9,0.0,0.42993190914297513,10.0
