time,value
300,3.1559610E-01
600,1.4506751E+00
900,5.6357436E+01
1200,5.4054257E+01
1500,5.3222851E+01
1800,5.4486206E+01
2100,5.2536383E+01
2400,1.1820254E+02
2700,1.1761261E+02
3000,1.1892493E+02
3300,1.1341373E+02
3600,1.1600686E+02
3900,1.1233203E+02
4200,1.1590324E+02
4500,1.1716887E+02
4800,1.1602147E+02
5100,1.1532515E+02
5400,1.1566119E+02
5700,1.1590611E+02
6000,1.1774510E+02
