time,value
300,-7.4561748E-01
600,5.5717929E+01
900,5.5893619E+01
1200,5.6352900E+01
1500,5.5562300E+01
1800,5.4938350E+01
2100,5.6907767E+01
2400,5.1824527E+01
2700,5.5050512E+01
3000,5.0409627E+01
3300,5.6763653E+01
3600,5.6120502E+01
3900,5.0800877E+01
4200,5.6699642E+01
4500,5.5651825E+01
4800,5.7338911E+01
5100,5.5006473E+01
5400,5.5930842E+01
5700,5.4502094E+01
6000,5.5218565E+01
