time,index,value,std
0.100000,75.000000,0.000000,0.050000
0.200000,75.000000,0.000000,0.050000
0.300000,75.000000,0.110828,0.050000
0.400000,75.000000,0.123025,0.050000
0.500000,75.000000,0.273384,0.050000
0.600000,75.000000,0.224335,0.050000
0.700000,75.000000,0.177268,0.050000
0.800000,75.000000,0.007407,0.050000
0.900000,75.000000,-0.213227,0.050000
1.000000,75.000000,-0.375698,0.050000
1.100000,75.000000,-0.505723,0.050000
1.200000,75.000000,-0.423619,0.050000
1.300000,75.000000,-0.220182,0.050000
1.400000,75.000000,0.009512,0.050000
1.500000,75.000000,0.318928,0.050000
1.600000,75.000000,0.496170,0.050000
1.700000,75.000000,0.513277,0.050000
1.800000,75.000000,0.323090,0.050000
1.900000,75.000000,-0.003541,0.050000
2.000000,75.000000,-0.260920,0.050000
2.100000,75.000000,-0.534434,0.050000
2.200000,75.000000,-0.606478,0.050000
2.300000,75.000000,-0.516348,0.050000
2.400000,75.000000,-0.299896,0.050000
2.500000,75.000000,0.075857,0.050000
2.600000,75.000000,0.381463,0.050000
2.700000,75.000000,0.474974,0.050000
2.800000,75.000000,0.510174,0.050000
2.900000,75.000000,0.330420,0.050000
3.000000,75.000000,0.023893,0.050000
3.100000,75.000000,-0.210199,0.050000
3.200000,75.000000,-0.473570,0.050000
3.300000,75.000000,-0.374295,0.050000
3.400000,75.000000,-0.276518,0.050000
3.500000,75.000000,-0.002100,0.050000
3.600000,75.000000,0.262718,0.050000
3.700000,75.000000,0.381734,0.050000
3.800000,75.000000,0.467471,0.050000
3.900000,75.000000,0.327057,0.050000
4.000000,75.000000,0.116182,0.050000
4.100000,75.000000,-0.063751,0.050000
4.200000,75.000000,-0.235086,0.050000
4.300000,75.000000,-0.157737,0.050000
4.400000,75.000000,-0.075672,0.050000
4.500000,75.000000,0.046259,0.050000
4.600000,75.000000,0.273790,0.050000
4.700000,75.000000,0.319137,0.050000
4.800000,75.000000,0.309729,0.050000
4.900000,75.000000,0.172457,0.050000
5.000000,75.000000,0.025859,0.050000
5.100000,75.000000,-0.073114,0.050000
5.200000,75.000000,-0.210006,0.050000
5.300000,75.000000,-0.186324,0.050000
5.400000,75.000000,-0.011430,0.050000
5.500000,75.000000,0.120604,0.050000
5.600000,75.000000,0.268699,0.050000
5.700000,75.000000,0.307252,0.050000
5.800000,75.000000,0.157274,0.050000
5.900000,75.000000,0.093025,0.050000
6.000000,75.000000,-0.120681,0.050000
6.100000,75.000000,-0.279754,0.050000
6.200000,75.000000,-0.406544,0.050000
6.300000,75.000000,-0.259790,0.050000
6.400000,75.000000,-0.091147,0.050000
6.500000,75.000000,0.152746,0.050000
6.600000,75.000000,0.253431,0.050000
6.700000,75.000000,0.336853,0.050000
6.800000,75.000000,0.298188,0.050000
6.900000,75.000000,0.062518,0.050000
7.000000,75.000000,-0.228076,0.050000
7.100000,75.000000,-0.444790,0.050000
7.200000,75.000000,-0.441430,0.050000
7.300000,75.000000,-0.372488,0.050000
7.400000,75.000000,-0.128318,0.050000
7.500000,75.000000,0.022254,0.050000
7.600000,75.000000,0.251795,0.050000
7.700000,75.000000,0.353972,0.050000
7.800000,75.000000,0.352900,0.050000
7.900000,75.000000,0.139599,0.050000
8.000000,75.000000,-0.112348,0.050000
8.100000,75.000000,-0.283502,0.050000
8.200000,75.000000,-0.402130,0.050000
8.300000,75.000000,-0.306709,0.050000
8.400000,75.000000,-0.151716,0.050000
8.500000,75.000000,0.118567,0.050000
8.600000,75.000000,0.351789,0.050000
8.700000,75.000000,0.388491,0.050000
8.800000,75.000000,0.277841,0.050000
8.900000,75.000000,0.053377,0.050000
9.000000,75.000000,-0.159684,0.050000
9.100000,75.000000,-0.375787,0.050000
9.200000,75.000000,-0.519333,0.050000
9.300000,75.000000,-0.468714,0.050000
9.400000,75.000000,-0.317013,0.050000
9.500000,75.000000,-0.020329,0.050000
9.600000,75.000000,0.142019,0.050000
9.700000,75.000000,0.229934,0.050000
9.800000,75.000000,0.270319,0.050000
9.900000,75.000000,0.144997,0.050000
10.000000,75.000000,-0.107704,0.050000
